MountainCar_mu0_higher,IWLastEpisode,ReturnStepMax,DenMISELogFirst,ReturnAbsMax,Iteration,MountainCar_std1_higher,ReturnMax,ReturnLastEpisode,ReturnMin,IWMean,NumTrajectories,Regret,NumTrainableParams,MinEpLen,DenMISELogLast,IWFirstEpisode,GridSize,TimestepsSoFar,MountainCar_mu1_higher,DenMISEMeanLog,Delta,Bound,AvgEpLen,Regret/t,IWMin,ActionIn1,TimeElapsed,IWMax,ReturnMean,MountainCar_std0_higher
-1.0,2.7330714e+18,37.135635,-13.120476,3.7358232,1803,1.5,,-1.794991,-3.7358232,6.9383817e+25,1803,12413.454,,999,-43.28913,2.347939e-16,169,1801197,-10.0,-28.540941,2.2000937e-10,inf,999.0,6.8848886,,-12.202158,3361.5174605846405,6.2902364e+26,-1.8848885,0.14999999
-1.0,9.213922e+17,37.135635,-13.12103,3.7358232,1804,1.5,,-1.2997575,-3.7358232,6.938286e+25,1804,12419.754,,999,-43.1013,2.3492382e-16,169,1802196,-10.0,-28.549149,2.197655e-10,inf,999.0,6.8845644,,-11.572688,3364.2833049297333,6.2936926e+26,-1.8845643,0.14999999
-1.0,22.36967,37.135635,-13.121585,3.7358232,1805,1.5,,-2.1411877,-3.7358232,6.938191e+25,1805,12426.895,,999,-3.639672,2.3505471e-16,169,1803195,-10.0,-28.535482,2.1952205e-10,inf,999.0,6.8847065,,-12.63739,3367.392534971237,6.297151e+26,-1.8847064,0.14999999
-1.0,3.9534697e+26,37.135635,-13.122138,3.7358232,1806,1.5,,-1.415117,-3.7358232,6.9600087e+25,1806,12433.311,,999,-62.75912,2.3518476e-16,169,1804194,-10.0,-28.554585,2.1927903e-10,inf,999.0,6.8844466,,-11.979139,3370.2282547950745,6.300587e+26,-1.8844465,0.14999999
-1.0,2123.2307,37.135635,-13.122692,3.7358232,1807,1.5,,-2.8951578,-3.7358232,6.959919e+25,1807,12441.205,,999,-10.191034,2.3531488e-16,169,1805193,-10.0,-28.544558,2.190364e-10,inf,999.0,6.885006,,-11.288261,3373.5136110782623,6.304049e+26,-1.8850057,0.14999999
-1.0,2.4164152,37.135635,-13.123245,3.7358232,1808,1.5,,-1.5864877,-3.7358232,6.959831e+25,1808,12447.792,,999,-1.4495286,2.3544506e-16,169,1806192,-10.0,-28.529747,2.1879418e-10,inf,999.0,6.8848405,,-10.336846,3376.556595802307,6.3074886e+26,-1.8848406,0.14999999
-1.0,19780266000.0,37.135635,-13.123798,3.7358232,1809,1.5,,-3.322034,-3.7358232,6.9597444e+25,1809,12456.113,,999,-28.315113,2.3557535e-16,169,1807191,-10.0,-28.529778,2.1855234e-10,inf,999.0,6.885635,,-8.368184,3379.637958049774,6.310954e+26,-1.885635,0.14999999
-1.0,2.6168747e+26,37.135635,-13.124351,3.7358232,1810,1.5,,-1.6352001,-3.7358232,6.9740964e+25,1810,12462.749,,999,-62.763123,2.3570568e-16,169,1808190,-10.0,-28.54883,2.1831091e-10,inf,999.0,6.8854966,,-13.09273,3382.901139974594,6.314398e+26,-1.8854967,0.14999999
-1.0,2.7273022e+26,37.135635,-13.124903,3.7358232,1811,1.5,,-2.451459,-3.7358232,6.989072e+25,1811,12470.2,,999,-62.763676,2.358352e-16,169,1809189,-10.0,-28.56786,2.1806988e-10,inf,999.0,6.885809,,-11.254323,3386.046183824539,6.317844e+26,-1.8858092,0.14999999
-1.0,0.18987416,37.135635,-13.125455,3.7358232,1812,1.5,,-2.1689749,-3.7358232,6.9889894e+25,1812,12477.369,,999,1.1531017,2.3596567e-16,169,1810188,-10.0,-28.551596,2.1782927e-10,inf,999.0,6.8859653,,-11.849997,3389.0672945976257,6.321291e+26,-1.8859655,0.14999999
-1.0,2883321.5,37.135635,-13.126007,3.7358232,1813,1.5,,-1.7626455,-3.7358232,6.988908e+25,1813,12484.132,,999,-15.41927,2.3609625e-16,169,1811187,-10.0,-28.5445,2.1758902e-10,inf,999.0,6.885897,,-11.738894,3392.1163964271545,6.324764e+26,-1.8858973,0.14999999
-1.0,12091.858,37.135635,-13.126558,3.7358232,1814,1.5,,-1.8872101,-3.7358232,6.98881e+25,1814,12491.02,,999,-9.866748,2.3622597e-16,169,1812186,-10.0,-28.534342,2.1734918e-10,inf,999.0,6.885898,,-10.967014,3395.251325368881,6.328191e+26,-1.885898,0.14999999
-1.0,0.10776519,37.135635,-13.12711,3.7358232,1815,1.5,,-1.9553828,-3.7358232,6.988733e+25,1815,12497.975,,999,1.8668259,2.3635666e-16,169,1813185,-10.0,-28.517767,2.1710975e-10,inf,999.0,6.8859363,,-9.037731,3398.355613708496,6.331644e+26,-1.8859364,0.14999999
-1.0,1.7665436e+26,37.135635,-13.12766,3.7358232,1816,1.5,,-1.1770502,-3.7358232,6.998365e+25,1816,12504.152,,999,-62.69728,2.3648654e-16,169,1814184,-10.0,-28.536728,2.1687072e-10,inf,999.0,6.885546,,-12.354941,3401.311325073242,6.335099e+26,-1.8855462,0.14999999
-1.0,2.5894837e+16,37.135635,-13.128211,3.7358232,1817,1.5,,-1.8914667,-3.7358232,6.9982704e+25,1817,12511.043,,999,-38.544582,2.3661738e-16,169,1815183,-10.0,-28.542387,2.1663206e-10,inf,999.0,6.8855495,,-11.637066,3404.527036190033,6.338556e+26,-1.8855494,0.14999999
-1.0,85.36056,37.135635,-13.128761,3.7358232,1818,1.5,,-2.131457,-3.7358232,6.9981957e+25,1818,12518.175,,999,-5.0150976,2.367474e-16,169,1816182,-10.0,-28.529583,2.163938e-10,inf,999.0,6.885685,,-10.032729,3407.585241317749,6.342014e+26,-1.8856847,0.14999999
-1.0,201116000.0,37.135635,-13.129311,3.7358232,1819,1.5,,-1.9303441,-3.7358232,6.998106e+25,1819,12525.105,,999,-19.690435,2.3687748e-16,169,1817181,-10.0,-28.524855,2.1615594e-10,inf,999.0,6.8857093,,-11.723548,3410.6116213798523,6.3454505e+26,-1.8857092,0.14999999
-1.0,136.33894,37.135635,-13.129861,3.7358232,1820,1.5,,-2.351631,-3.7358232,6.9980163e+25,1820,12532.457,,999,-5.839535,2.3700763e-16,169,1818180,-10.0,-28.512526,2.1591848e-10,inf,999.0,6.8859653,,-10.407877,3413.648088693619,6.348913e+26,-1.8859651,0.14999999
-1.0,407136.0,37.135635,-13.130409,3.7358232,1821,1.5,,-2.6629248,-3.7358232,6.9979287e+25,1821,12540.119,,999,-14.692627,2.3713786e-16,169,1819179,-10.0,-28.505083,2.156814e-10,inf,999.0,6.8863916,,-10.818131,3416.6265382766724,6.352353e+26,-1.8863919,0.14999999
-1.0,0.102439865,37.135635,-13.130959,3.7358232,1822,1.5,,-1.4549096,-3.7358232,6.997841e+25,1822,12546.574,,999,1.4376934,2.3726817e-16,169,1820178,-10.0,-28.488792,2.154447e-10,inf,999.0,6.886155,,-11.930342,3419.7497866153717,6.3557954e+26,-1.886155,0.14999999
-1.0,37750324.0,37.135635,-13.131508,3.7358232,1823,1.5,,-1.8487245,-3.7358232,6.997757e+25,1823,12553.424,,999,-17.99871,2.3739853e-16,169,1821177,-10.0,-28.48321,2.1520842e-10,inf,999.0,6.8861346,,-7.0209208,3422.640048980713,6.3592634e+26,-1.8861346,0.14999999
-1.0,1.8100018e+25,37.135635,-13.132056,3.7358232,1824,1.5,,-2.3734684,-3.7358232,6.9986477e+25,1824,12560.797,,999,-62.77083,2.3752898e-16,169,1822176,-10.0,-28.502146,2.149725e-10,inf,999.0,6.8864017,,-11.072095,3425.3411989212036,6.3627085e+26,-1.8864018,0.14999999
-1.0,0.11191207,37.135635,-13.132604,3.7358232,1825,1.5,,-1.8981088,-3.7358232,6.9985665e+25,1825,12567.695,,999,1.8426759,2.3765857e-16,169,1823175,-10.0,-28.485668,2.1473699e-10,inf,999.0,6.886408,,-10.451426,3428.3200278282166,6.3661566e+26,-1.8864081,0.14999999
-1.0,0.82661253,37.135635,-13.133152,3.7358232,1826,1.5,,-1.1861978,-3.7358232,6.9984863e+25,1826,12573.881,,999,-1.443981,2.3778917e-16,169,1824174,-10.0,-28.470997,2.1450185e-10,inf,999.0,6.8860245,,-11.93195,3431.191924095154,6.369606e+26,-1.8860246,0.14999999
-1.0,56789.53,37.135635,-13.133699,3.7358232,1827,1.5,,-2.3715749,-3.7358232,6.998389e+25,1827,12581.252,,999,-11.96735,2.3791893e-16,169,1825173,-10.0,-28.462093,2.1426709e-10,inf,999.0,6.8862906,,-10.417132,3434.050792694092,6.373057e+26,-1.8862903,0.14999999
-1.0,49.641617,37.135635,-13.134247,3.7358232,1828,1.5,,-1.7445982,-3.7358232,6.9983115e+25,1828,12587.997,,999,-4.373164,2.3804964e-16,169,1826172,-10.0,-28.449055,2.1403274e-10,inf,999.0,6.886213,,-12.007763,3437.039208650589,6.3765104e+26,-1.8862128,0.14999999
-1.0,171438880000.0,37.135635,-13.134793,3.7358232,1829,1.5,,-1.5072666,-3.7358232,6.9982165e+25,1829,12594.504,,999,-26.838842,2.3817952e-16,169,1827171,-10.0,-28.448322,2.1379874e-10,inf,999.0,6.8860054,,-13.094806,3439.96831202507,6.379965e+26,-1.8860056,0.14999999
-1.0,4.672403e+26,37.135635,-13.13534,3.7358232,1830,1.5,,-2.0900786,-3.7358232,7.0236555e+25,1830,12601.595,,999,-62.774113,2.383095e-16,169,1828170,-10.0,-28.467215,2.1356515e-10,inf,999.0,6.886117,,-12.939852,3442.862213611603,6.383398e+26,-1.8861172,0.14999999
-1.0,5.648564e+26,37.135635,-13.135886,3.7358232,1831,1.5,,-1.9411042,-3.7358232,7.0544145e+25,1831,12608.535,,999,-62.77466,2.3844044e-16,169,1829169,-10.0,-28.4861,2.1333192e-10,inf,999.0,6.8861475,,-9.35719,3445.879367828369,6.386857e+26,-1.8861473,0.14999999
-1.0,4.3120452e+26,37.135635,-13.136433,3.7358232,1832,1.5,,-2.3356805,-3.7358232,7.077881e+25,1832,12615.871,,999,-62.772133,2.3857054e-16,169,1830168,-10.0,-28.504976,2.1309911e-10,inf,999.0,6.8863926,,-11.936737,3448.7142136096954,6.3903174e+26,-1.8863926,0.14999999
-1.0,6739.079,37.135635,-13.136978,3.7358232,1833,1.5,,-2.6019998,-3.7358232,7.0777934e+25,1833,12623.473,,999,-10.407786,2.3870071e-16,169,1831167,-10.0,-28.49524,2.1286664e-10,inf,999.0,6.886783,,-10.0954075,3451.5628049373627,6.393755e+26,-1.886783,0.14999999
-1.0,36385.22,37.135635,-13.137524,3.7358232,1834,1.5,,-1.4408122,-3.7358232,7.0777063e+25,1834,12629.914,,999,-11.423697,2.3883097e-16,169,1832166,-10.0,-28.48608,2.1263459e-10,inf,999.0,6.88654,,-10.560744,3454.3615889549255,6.3972194e+26,-1.8865398,0.14999999
-1.0,169.11493,37.135635,-13.138068,3.7358232,1835,1.5,,-2.3391378,-3.7358232,7.077602e+25,1835,12637.254,,999,-5.999903,2.3896128e-16,169,1833165,-10.0,-28.473965,2.1240289e-10,inf,999.0,6.8867865,,-12.572794,3457.2948615550995,6.4006616e+26,-1.8867866,0.14999999
-1.0,3.3346215e+19,37.135635,-13.138613,3.7358232,1836,1.5,,-2.204699,-3.7358232,7.0775176e+25,1836,12644.458,,999,-46.03238,2.3909077e-16,169,1834164,-10.0,-28.48366,2.1217159e-10,inf,999.0,6.8869596,,-7.4198,3460.1458582878113,6.404105e+26,-1.8869597,0.14999999
-1.0,3.0809259e+25,37.135635,-13.139157,3.7358232,1837,1.5,,-2.4343789,-3.7358232,7.079113e+25,1837,12651.893,,999,-62.77793,2.3922122e-16,169,1835163,-10.0,-28.502466,2.1194065e-10,inf,999.0,6.8872576,,-13.183639,3463.005564928055,6.40755e+26,-1.8872577,0.14999999
-1.0,2.3665042e+26,37.135635,-13.139702,3.7358232,1838,1.5,,-1.3990866,-3.7358232,7.091908e+25,1838,12658.291,,999,-62.778477,2.3935176e-16,169,1836162,-10.0,-28.521261,2.117101e-10,inf,999.0,6.886992,,-9.620689,3465.9028351306915,6.410998e+26,-1.8869921,0.14999999
-1.0,1.0445771e+20,37.135635,-13.140245,3.7358232,1839,1.5,,-2.2111304,-3.7358232,7.0918093e+25,1839,12665.502,,999,-47.170242,2.3948144e-16,169,1837161,-10.0,-28.531538,2.114799e-10,inf,999.0,6.8871684,,-9.126011,3468.7765645980835,6.414447e+26,-1.8871683,0.14999999
-1.0,5.9370576e+26,37.135635,-13.140789,3.7358232,1840,1.5,,-1.8980802,-3.7358232,7.1239984e+25,1840,12672.4,,999,-62.77956,2.3961212e-16,169,1838160,-10.0,-28.550327,2.112501e-10,inf,999.0,6.887174,,-10.466942,3471.6787049770355,6.417898e+26,-1.8871742,0.14999999
-1.0,0.23526944,37.135635,-13.141333,3.7358232,1841,1.5,,-0.9424876,-3.7358232,7.123905e+25,1841,12678.344,,999,-1.41541,2.3974286e-16,169,1839159,-10.0,-28.535727,2.1102066e-10,inf,999.0,6.886661,,-8.33943,3474.59290099144,6.4213515e+26,-1.8866612,0.14999999
-1.0,2.166579e+26,37.135635,-13.141876,3.7358232,1842,1.5,,-2.134044,-3.7358232,7.1355908e+25,1842,12685.477,,999,-62.78065,2.3987277e-16,169,1840158,-10.0,-28.554466,2.107916e-10,inf,999.0,6.8867955,,-11.112645,3477.4358043670654,6.424806e+26,-1.8867954,0.14999999
-1.0,4.4962425,37.135635,-13.142419,3.7358232,1843,1.5,,-0.99557287,-3.7358232,7.1354994e+25,1843,12691.473,,999,-3.93145,2.4000274e-16,169,1841157,-10.0,-28.541243,2.1056291e-10,inf,999.0,6.8863115,,-8.948705,3480.327950000763,6.428262e+26,-1.8863118,0.14999999
-1.0,1.135812e+26,37.135635,-13.1429615,3.7358232,1844,1.5,,-2.6851833,-3.7358232,7.1415684e+25,1844,12699.158,,999,-62.781734,2.4013278e-16,169,1842156,-10.0,-28.559946,2.1033458e-10,inf,999.0,6.886745,,-10.6883545,3483.1940755844116,6.4316964e+26,-1.886745,0.14999999
-1.0,0.28921393,37.135635,-13.143503,3.7358232,1845,1.5,,-1.5947421,-3.7358232,7.141479e+25,1845,12705.753,,999,0.6955902,2.4026288e-16,169,1843155,-10.0,-28.54422,2.1010665e-10,inf,999.0,6.8865867,,-11.84381,3485.9484055042267,6.435157e+26,-1.8865868,0.14999999
-1.0,3421949.8,37.135635,-13.144045,3.7358232,1846,1.5,,-1.7306153,-3.7358232,7.1413913e+25,1846,12712.483,,999,-15.610557,2.4039309e-16,169,1844154,-10.0,-28.537354,2.0987907e-10,inf,999.0,6.8865023,,-9.953363,3488.7879462242126,6.438595e+26,-1.8865024,0.14999999
-1.0,24983194000.0,37.135635,-13.144587,3.7358232,1847,1.5,,-2.0184877,-3.7358232,7.1413065e+25,1847,12719.502,,999,-24.5989,2.4052332e-16,169,1845153,-10.0,-28.53537,2.096519e-10,inf,999.0,6.886574,,-9.667743,3491.691962480545,6.442059e+26,-1.8865739,0.14999999
-1.0,1.8721298e+18,37.135635,-13.145128,3.7358232,1848,1.5,,-2.1572714,-3.7358232,7.1412207e+25,1848,12726.659,,999,-43.04008,2.4065365e-16,169,1846152,-10.0,-28.543354,2.0942505e-10,inf,999.0,6.88672,,-10.19595,3494.52507519722,6.4455e+26,-1.8867203,0.14999999
-1.0,182080670.0,37.135635,-13.145669,3.7358232,1849,1.5,,-2.478469,-3.7358232,7.141138e+25,1849,12734.138,,999,-20.304924,2.4078404e-16,169,1847151,-10.0,-28.539076,2.0919859e-10,inf,999.0,6.88704,,-14.127864,3497.4797174930573,6.448943e+26,-1.8870404,0.14999999
-1.0,9.022618e+24,37.135635,-13.14621,3.7358232,1850,1.5,,-0.954796,-3.7358232,7.1415444e+25,1850,12740.092,,999,-62.784985,2.4091451e-16,169,1848150,-10.0,-28.557724,2.0897248e-10,inf,999.0,6.8865366,,-9.502191,3501.155288696289,6.452413e+26,-1.8865364,0.14999999
-1.0,3.6346012e+20,37.135635,-13.1467495,3.7358232,1851,1.5,,-1.9183077,-3.7358232,7.1414458e+25,1851,12747.011,,999,-48.190304,2.4104504e-16,169,1849149,-10.0,-28.568474,2.0874676e-10,inf,999.0,6.886554,,-12.352564,3504.1097300052643,6.4558594e+26,-1.8865536,0.14999999
-1.0,9020305000000000.0,37.135635,-13.14729,3.7358232,1852,1.5,,-1.9696386,-3.7358232,7.141368e+25,1852,12753.98,,999,-37.488106,2.4117474e-16,169,1850148,-10.0,-28.573427,2.0852138e-10,inf,999.0,6.8865986,,-11.113935,3507.025720357895,6.459308e+26,-1.8865983,0.14999999
-1.0,0.12889658,37.135635,-13.14783,3.7358232,1853,1.5,,-1.899871,-3.7358232,7.141271e+25,1853,12760.88,,999,1.698986,2.4130542e-16,169,1851147,-10.0,-28.557228,2.0829637e-10,inf,999.0,6.8866057,,-9.832796,3510.0529158115387,6.462759e+26,-1.8866056,0.14999999
-1.0,122508480000000.0,37.135635,-13.14837,3.7358232,1854,1.5,,-2.1643054,-3.7358232,7.1411963e+25,1854,12768.045,,999,-33.314102,2.4143523e-16,169,1852146,-10.0,-28.559925,2.0807174e-10,inf,999.0,6.8867555,,-12.306218,3512.9298570156097,6.466187e+26,-1.8867553,0.14999999
-1.0,1.0722185e+17,37.135635,-13.148909,3.7358232,1855,1.5,,-1.7120029,-3.7358232,7.1411036e+25,1855,12774.756,,999,-40.080475,2.4156604e-16,169,1853145,-10.0,-28.566273,2.0784748e-10,inf,999.0,6.886661,,-9.719708,3516.102936267853,6.469641e+26,-1.886661,0.14999999
-1.0,1.4730393e+20,37.135635,-13.149447,3.7358232,1856,1.5,,-2.5601504,-3.7358232,7.141012e+25,1856,12782.316,,999,-48.240536,2.41696e-16,169,1854144,-10.0,-28.577023,2.0762358e-10,inf,999.0,6.887024,,-10.906493,3519.0600035190582,6.473097e+26,-1.887024,0.14999999
-1.0,0.10212256,37.135635,-13.149986,3.7358232,1857,1.5,,-1.5065782,-3.7358232,7.1409412e+25,1857,12788.823,,999,1.5934316,2.4182605e-16,169,1855143,-10.0,-28.56091,2.0740003e-10,inf,999.0,6.8868194,,-11.748787,3521.8287513256073,6.476555e+26,-1.8868192,0.14999999
-1.0,996677.4,37.135635,-13.150524,3.7358232,1858,1.5,,-1.5663717,-3.7358232,7.140852e+25,1858,12795.39,,999,-14.575859,2.4195615e-16,169,1856142,-10.0,-28.553516,2.0717683e-10,inf,999.0,6.8866467,,-10.458904,3524.372984647751,6.47999e+26,-1.8866467,0.14999999
-1.0,127.896774,37.135635,-13.151063,3.7358232,1859,1.5,,-1.9869779,-3.7358232,7.140765e+25,1859,12802.377,,999,-5.2885485,2.4208633e-16,169,1857141,-10.0,-28.541178,2.0695401e-10,inf,999.0,6.8867006,,-9.985746,3527.1841247081757,6.483452e+26,-1.8867006,0.14999999
-1.0,619129.1,37.135635,-13.151601,3.7358232,1860,1.5,,-1.3547132,-3.7358232,7.14068e+25,1860,12808.731,,999,-14.491196,2.422166e-16,169,1858140,-10.0,-28.533762,2.067315e-10,inf,999.0,6.8864145,,-13.008713,3530.1015481948853,6.4868905e+26,-1.8864146,0.14999999
-1.0,4.6667743e+26,37.135635,-13.152138,3.7358232,1861,1.5,,-2.194114,-3.7358232,7.1656723e+25,1861,12815.926,,999,-62.790913,2.423469e-16,169,1859139,-10.0,-28.552315,2.0650942e-10,inf,999.0,6.88658,,-10.194577,3533.019658088684,6.490331e+26,-1.88658,0.14999999
-1.0,17187956.0,37.135635,-13.152675,3.7358232,1862,1.5,,-2.2677171,-3.7358232,7.1655902e+25,1862,12823.193,,999,-17.533468,2.424773e-16,169,1860138,-10.0,-28.546535,2.0628767e-10,inf,999.0,6.8867846,,-13.147811,3535.9371724128723,6.4937985e+26,-1.8867847,0.14999999
-1.0,3.6830153e+26,37.135635,-13.153212,3.7358232,1863,1.5,,-1.585037,-3.7358232,7.18526e+25,1863,12829.778,,999,-62.791985,2.4260776e-16,169,1861137,-10.0,-28.565048,2.0606626e-10,inf,999.0,6.8866224,,-11.996645,3538.7834804058075,6.497242e+26,-1.8866227,0.14999999
-1.0,255793.69,37.135635,-13.1537485,3.7358232,1864,1.5,,-2.4442801,-3.7358232,7.185181e+25,1864,12837.223,,999,-13.649229,2.4273736e-16,169,1862136,-10.0,-28.557177,2.0584523e-10,inf,999.0,6.886922,,-10.424921,3541.6341059207916,6.500689e+26,-1.8869219,0.14999999
-1.0,2.7809772,37.135635,-13.154285,3.7358232,1865,1.5,,-1.3267787,-3.7358232,7.185103e+25,1865,12843.549,,999,-2.1740975,2.4286796e-16,169,1863135,-10.0,-28.543167,2.0562455e-10,inf,999.0,6.8866215,,-9.675272,3544.563188314438,6.504136e+26,-1.8866216,0.14999999
-1.0,1.5978097e+19,37.135635,-13.154821,3.7358232,1866,1.5,,-2.296365,-3.7358232,7.1850073e+25,1866,12850.846,,999,-45.406063,2.429986e-16,169,1864134,-10.0,-28.552351,2.0540421e-10,inf,999.0,6.886841,,-10.231491,3547.492378473282,6.5075856e+26,-1.886841,0.14999999
-1.0,569798.1,37.135635,-13.155356,3.7358232,1867,1.5,,-2.118984,-3.7358232,7.1849316e+25,1867,12857.965,,999,-13.872717,2.4312842e-16,169,1865133,-10.0,-28.544626,2.0518422e-10,inf,999.0,6.8869653,,-11.201561,3550.405339241028,6.511037e+26,-1.8869654,0.14999999
-1.0,2.9324818,37.135635,-13.155892,3.7358232,1868,1.5,,-1.3036832,-3.7358232,7.1848394e+25,1868,12864.268,,999,-2.2607977,2.432583e-16,169,1866132,-10.0,-28.530685,2.0496459e-10,inf,999.0,6.886653,,-15.146294,3553.336382627487,6.5144905e+26,-1.8866532,0.14999999
-1.0,2.9814462e+25,37.135635,-13.156427,3.7358232,1869,1.5,,-1.9612992,-3.7358232,7.1863433e+25,1869,12871.2295,,999,-62.7952,2.4338825e-16,169,1867131,-10.0,-28.549196,2.0474533e-10,inf,999.0,6.886693,,-11.850005,3556.6272513866425,6.517921e+26,-1.8866931,0.14999999
-1.0,405767.7,37.135635,-13.156962,3.7358232,1870,1.5,,-1.9345844,-3.7358232,7.186254e+25,1870,12878.164,,999,-13.42095,2.435192e-16,169,1868130,-10.0,-28.54124,2.0452641e-10,inf,999.0,6.8867188,,-13.340026,3559.550619363785,6.521378e+26,-1.8867188,0.14999999
-1.0,3.7346835e+26,37.135635,-13.157497,3.7358232,1871,1.5,,-1.7573335,-3.7358232,7.2061463e+25,1871,12884.922,,999,-62.796272,2.436493e-16,169,1869129,-10.0,-28.559698,2.0430782e-10,inf,999.0,6.8866496,,-11.722761,3562.449629545212,6.524837e+26,-1.8866496,0.14999999
-1.0,1565.5834,37.135635,-13.158031,3.7358232,1872,1.5,,-2.0773923,-3.7358232,7.2060596e+25,1872,12891.999,,999,-7.8802958,2.4377944e-16,169,1870128,-10.0,-28.548782,2.0408962e-10,inf,999.0,6.8867517,,-11.176642,3565.683418750763,6.5282725e+26,-1.8867515,0.14999999
-1.0,1.1150432,37.135635,-13.1585655,3.7358232,1873,1.5,,-1.3965178,-3.7358232,7.205974e+25,1873,12898.3955,,999,-1.0092269,2.4390968e-16,169,1871127,-10.0,-28.534216,2.0387173e-10,inf,999.0,6.88649,,-9.991649,3568.7315998077393,6.53171e+26,-1.8864897,0.14999999
-1.0,13127761.0,37.135635,-13.159099,3.7358232,1874,1.5,,-1.6025347,-3.7358232,7.2058913e+25,1874,12904.998,,999,-17.09188,2.4403996e-16,169,1872126,-10.0,-28.52824,2.0365422e-10,inf,999.0,6.886338,,-10.458457,3571.9795258045197,6.5351745e+26,-1.8863382,0.14999999
-1.0,10.416267,37.135635,-13.159633,3.7358232,1875,1.5,,-1.658996,-3.7358232,7.2057894e+25,1875,12911.656,,999,-2.8860316,2.4417032e-16,169,1873125,-10.0,-28.5147,2.0343706e-10,inf,999.0,6.886217,,-11.0474415,3575.055095434189,6.538616e+26,-1.8862169,0.14999999
-1.0,0.7425586,37.135635,-13.160166,3.7358232,1876,1.5,,-3.0405135,-3.7358232,7.2057096e+25,1876,12919.697,,999,-2.779921,2.4429984e-16,169,1874124,-10.0,-28.501114,2.0322022e-10,inf,999.0,6.886832,,-10.528157,3578.1245126724243,6.542059e+26,-1.8868322,0.14999999
-1.0,9.007995,37.135635,-13.160699,3.7358232,1877,1.5,,-1.8237141,-3.7358232,7.20563e+25,1877,12926.521,,999,-2.5982993,2.4443034e-16,169,1875123,-10.0,-28.487463,2.0300372e-10,inf,999.0,6.886799,,-12.312492,3581.217099905014,6.545504e+26,-1.8867986,0.14999999
-1.0,3224877700000.0,37.135635,-13.161231,3.7358232,1878,1.5,,-2.2565997,-3.7358232,7.205532e+25,1878,12933.777,,999,-29.800999,2.445609e-16,169,1876122,-10.0,-28.488297,2.0278759e-10,inf,999.0,6.8869953,,-10.029371,3584.298274040222,6.5489505e+26,-1.8869956,0.14999999
-1.0,17612.553,37.135635,-13.161763,3.7358232,1879,1.5,,-1.1937042,-3.7358232,7.2054573e+25,1879,12939.971,,999,-11.416782,2.446906e-16,169,1877121,-10.0,-28.479368,2.025718e-10,inf,999.0,6.8866262,,-11.325154,3587.449461221695,6.5523986e+26,-1.8866265,0.14999999
-1.0,1.3158352,37.135635,-13.162295,3.7358232,1880,1.5,,-1.8435559,-3.7358232,7.2053812e+25,1880,12946.814,,999,-0.65319175,2.4482135e-16,169,1878120,-10.0,-28.464714,2.0235637e-10,inf,999.0,6.886604,,-11.995766,3590.534968852997,6.555849e+26,-1.8866037,0.14999999
-1.0,10469411000000.0,37.135635,-13.1628275,3.7358232,1881,1.5,,-1.2636591,-3.7358232,7.205289e+25,1881,12953.078,,999,-31.68448,2.4495118e-16,169,1879119,-10.0,-28.46656,2.0214126e-10,inf,999.0,6.8862724,,-12.675722,3593.4116580486298,6.5593014e+26,-1.8862725,0.14999999
-1.0,7.682685e+19,37.135635,-13.163359,3.7358232,1882,1.5,,-2.498631,-3.7358232,7.205199e+25,1882,12960.577,,999,-47.484573,2.4508205e-16,169,1880118,-10.0,-28.476816,2.0192649e-10,inf,999.0,6.8865976,,-12.94606,3596.5075714588165,6.5627546e+26,-1.8865979,0.14999999
-1.0,2.1093457e+26,37.135635,-13.16389,3.7358232,1883,1.5,,-1.2810861,-3.7358232,7.2163105e+25,1883,12966.858,,999,-62.80266,2.4521201e-16,169,1881117,-10.0,-28.495174,2.0171209e-10,inf,999.0,6.8862762,,-10.064717,3599.416955947876,6.566211e+26,-1.8862764,0.14999999
-1.0,775644.1,37.135635,-13.164421,3.7358232,1884,1.5,,-1.6411247,-3.7358232,7.2162427e+25,1884,12973.5,,999,-14.232744,2.453421e-16,169,1882116,-10.0,-28.48774,2.0149803e-10,inf,999.0,6.886146,,-9.557396,3602.3630990982056,6.569643e+26,-1.8861462,0.14999999
-1.0,2.0687825e+17,37.135635,-13.164951,3.7358232,1885,1.5,,-1.7117602,-3.7358232,7.216156e+25,1885,12980.211,,999,-40.718037,2.454722e-16,169,1883115,-10.0,-28.49436,2.0128428e-10,inf,999.0,6.8860536,,-11.697933,3605.2759263515472,6.5731025e+26,-1.8860537,0.14999999
-1.0,20479.143,37.135635,-13.1654825,3.7358232,1886,1.5,,-1.7366703,-3.7358232,7.216071e+25,1886,12986.947,,999,-10.447338,2.456024e-16,169,1884114,-10.0,-28.484922,2.010709e-10,inf,999.0,6.8859744,,-10.654124,3608.137316465378,6.576539e+26,-1.8859744,0.14999999
-1.0,37.739517,37.135635,-13.166012,3.7358232,1887,1.5,,-2.4517822,-3.7358232,7.215987e+25,1887,12994.399,,999,-4.7052035,2.4573268e-16,169,1885113,-10.0,-28.472454,2.0085783e-10,inf,999.0,6.8862743,,-12.302415,3611.008455514908,6.5800016e+26,-1.8862743,0.14999999
