GridSize,ReturnMean,NumTrainableParams,ReturnMin,MountainCar_std1_higher,IWMax,IWLastEpisode,Delta,MountainCar_mu0_higher,DenMISELogFirst,DenMISEMeanLog,Regret,AvgEpLen,IWMin,IWFirstEpisode,NumTrajectories,MountainCar_mu1_higher,ReturnAbsMax,TimestepsSoFar,Iteration,DenMISELogLast,ReturnLastEpisode,Regret/t,MinEpLen,ActionIn1,IWMean,MountainCar_std0_higher,ReturnMax,TimeElapsed,Bound,ReturnStepMax
100,-1.9613782,,-3.067201,1.5,3.0741285e+25,1.6888973e+25,1.5545143e-07,-1.0,-7.2847223,-26.274736,612.6013,999.0,,1.4907275e-17,88,-10.0,3.067201,87912,88,-59.73938,-1.880587,6.961378,999,-11.48774,2.9896722e+24,0.14999999,,58.815550804138184,inf,30.85928
100,-1.9577105,,-3.067201,1.5,3.109013e+25,169.79253,1.519778e-07,-1.0,-7.296022,-26.046661,619.2362,999.0,,1.507667e-17,89,-10.0,3.067201,88911,89,-5.74901,-1.6349442,6.9577103,999,-11.133519,2.9869288e+24,0.14999999,,59.53768706321716,inf,30.85928
100,-1.9526862,,-3.067201,1.5,3.1438855e+25,0.40163475,1.4861926e-07,-1.0,-7.307195,-25.756983,625.74176,999.0,,1.524607e-17,90,-10.0,3.067201,89910,90,0.2485737,-1.5055152,6.9526863,999,-8.717908,2.98421e+24,0.14999999,,60.26947593688965,inf,30.85928
100,-1.9502312,,-3.067201,1.5,3.1787614e+25,2.0188795e+25,1.4537085e-07,-1.0,-7.318245,-26.13322,632.47107,999.0,,1.5415492e-17,91,-10.0,3.067201,90909,91,-59.772903,-1.7292876,6.950231,999,-9.983005,3.2033716e+24,0.14999999,,60.951892614364624,inf,30.85928
100,-1.9502258,,-3.067201,1.5,3.2136437e+25,1514939500.0,1.422278e-07,-1.0,-7.329174,-26.087828,639.4208,999.0,,1.5584893e-17,92,-10.0,3.067201,91908,92,-21.726532,-1.9497324,6.950226,999,-13.220838,3.2007035e+24,0.14999999,,61.6955771446228,inf,30.85928
100,-1.9530007,,-3.067201,1.5,3.2485127e+25,1.8501208e+25,1.3918559e-07,-1.0,-7.339985,-26.452713,646.629,999.0,,1.5754293e-17,93,-10.0,3.067201,92907,93,-59.794643,-2.2082736,6.9530005,999,-10.143646,3.396993e+24,0.14999999,,62.41994786262512,inf,30.85928
100,-1.9485441,,-3.067201,1.5,3.2833964e+25,12189.393,1.3623993e-07,-1.0,-7.3506804,-26.282656,653.16315,999.0,,1.5923712e-17,94,-10.0,3.067201,93906,94,-10.231652,-1.5341033,6.948544,999,-7.9057593,3.3943655e+24,0.14999999,,63.108978271484375,inf,30.85928
100,-1.948852,,-3.067201,1.5,3.3182624e+25,7.562384e+24,1.3338679e-07,-1.0,-7.3612623,-26.63809,660.1409,999.0,,1.609311e-17,95,-10.0,3.067201,94905,95,-59.815918,-1.9777832,6.948852,999,-8.942837,3.4713674e+24,0.14999999,,63.86821746826172,inf,30.85928
100,-1.9516468,,-3.067201,1.5,3.3531405e+25,1.8826211e+25,1.306224e-07,-1.0,-7.3717337,-26.986319,667.3581,999.0,,1.6262513e-17,96,-10.0,3.067201,95904,96,-59.82639,-2.2171483,6.951647,999,-9.880802,3.6648953e+24,0.14999999,,64.588876247406,inf,30.85928
100,-1.9541994,,-3.067201,1.5,3.3880104e+25,16067409000000.0,1.2794303e-07,-1.0,-7.3820963,-27.033422,674.5574,999.0,,1.643188e-17,97,-10.0,3.067201,96903,97,-31.306417,-2.1992528,6.9541993,999,-11.021888,3.6623428e+24,0.14999999,,65.27911758422852,inf,30.85928
100,-1.9493206,,-3.067201,1.5,3.422877e+25,0.16882972,1.2534527e-07,-1.0,-7.392353,-26.749405,681.03345,999.0,,1.66013e-17,98,-10.0,3.067201,97902,98,1.0467752,-1.4760815,6.949321,999,-10.768975,3.6598084e+24,0.14999999,,66.04930973052979,inf,30.85928
100,-1.957079,,-3.067201,1.5,3.4577467e+25,19.04094,1.2282585e-07,-1.0,-7.4025054,-26.530289,688.75085,999.0,,1.6770677e-17,99,-10.0,3.067201,98901,99,-4.813126,-2.7174132,6.957079,999,-12.384631,3.6572918e+24,0.14999999,,66.74979209899902,inf,30.85928
100,-1.9536393,,-3.067201,1.5,3.4926115e+25,6.070461e+19,1.203816e-07,-1.0,-7.4125557,-26.733023,695.3639,999.0,,1.6940101e-17,100,-10.0,3.067201,99900,100,-46.56238,-1.613102,6.953639,999,-11.956347,3.654801e+24,0.14999999,,67.48080039024353,inf,30.85928
121,-1.9531474,,-3.067201,1.5,3.5274782e+25,30104416.0,9.769648e-08,-1.0,-7.422506,-26.646626,702.2679,999.0,,1.7109475e-17,101,-10.0,3.067201,100899,101,-17.76822,-1.9039639,6.9531474,999,-9.070568,3.6523245e+24,0.14999999,,68.26224875450134,inf,30.85928
121,-1.957685,,-3.067201,1.5,3.5623531e+25,1.5792658e+25,9.579024e-08,-1.0,-7.4323583,-26.974829,709.68384,999.0,,1.7278895e-17,102,-10.0,3.067201,101898,102,-59.887016,-2.415981,6.957685,999,-10.50282,3.804705e+24,0.14999999,,77.66026401519775,inf,30.85928
121,-1.9567263,,-3.067201,1.5,3.5972163e+25,21.803923,9.3939285e-08,-1.0,-7.4421144,-26.749115,716.54285,999.0,,1.7448326e-17,103,-10.0,3.067201,102897,103,-3.482791,-1.8589319,6.956726,999,-11.167405,3.8022683e+24,0.14999999,,78.48617839813232,inf,30.85928
121,-1.9624772,,-3.067201,1.5,3.632074e+25,0.10521068,9.2141434e-08,-1.0,-7.4517765,-26.485395,724.09766,999.0,,1.7617673e-17,104,-10.0,3.067201,103896,104,0.9191272,-2.5548255,6.962477,999,-10.157003,3.7998575e+24,0.14999999,,79.28230667114258,inf,30.85928
121,-1.9633207,,-3.067201,1.5,3.6669337e+25,5556518.5,9.0394714e-08,-1.0,-7.4613457,-26.38904,731.1487,999.0,,1.7787103e-17,105,-10.0,3.067201,104895,105,-16.129171,-2.0510426,6.9633207,999,-12.413997,3.7974672e+24,0.14999999,,80.05569386482239,inf,30.85928
121,-1.9640712,,-3.067201,1.5,3.7018034e+25,3.738955e+16,8.8697206e-08,-1.0,-7.4708247,-26.510143,738.1915,999.0,,1.7956518e-17,106,-10.0,3.067201,105894,106,-38.989708,-2.0428677,6.9640713,999,-9.468277,3.795087e+24,0.14999999,,80.87550592422485,inf,30.85928
121,-1.9618057,,-3.067201,1.5,3.7366624e+25,9.178395e+19,8.704706e-08,-1.0,-7.480214,-26.70249,744.9132,999.0,,1.8125886e-17,107,-10.0,3.067201,106893,107,-46.85665,-1.721651,6.961806,999,-8.218237,3.792737e+24,0.14999999,,81.66060376167297,inf,30.85928
121,-1.9549162,,-3.067201,1.5,3.7715187e+25,5.54089e+24,8.544253e-08,-1.0,-7.4895167,-27.01243,751.131,999.0,,1.8295318e-17,108,-10.0,3.067201,107892,108,-59.94417,-1.2177569,6.954916,999,-10.924935,3.8417005e+24,0.14999999,,82.41314220428467,inf,30.85928
121,-1.949278,,-3.067201,1.5,3.806381e+25,0.12533605,8.3881986e-08,-1.0,-7.4987335,-26.75714,757.4713,999.0,,1.8464713e-17,109,-10.0,3.067201,108891,109,1.0532881,-1.340349,6.949278,999,-12.129271,3.839381e+24,0.14999999,,83.24122333526611,inf,30.85928
121,-1.9497446,,-3.067201,1.5,3.8412282e+25,26231398000.0,8.236378e-08,-1.0,-7.507866,-26.739964,764.4719,999.0,,1.8634113e-17,110,-10.0,3.067201,109890,110,-24.631124,-2.0006077,6.9497447,999,-12.2937,3.8370882e+24,0.14999999,,84.03657078742981,inf,30.85928
121,-1.955648,,-3.067201,1.5,3.876084e+25,8390105000.0,8.088643e-08,-1.0,-7.516916,-26.722542,772.0769,999.0,,1.8803486e-17,111,-10.0,3.067201,110889,111,-24.571863,-2.6050067,6.955648,999,-11.575321,3.834804e+24,0.14999999,,84.81593728065491,inf,30.85928
121,-1.9610317,,-3.067201,1.5,3.9109426e+25,1.8330034,7.9448476e-08,-1.0,-7.525884,-26.503727,779.63556,999.0,,1.8972883e-17,112,-10.0,3.067201,111888,112,-1.9828647,-2.558623,6.961032,999,-12.553398,3.832537e+24,0.14999999,,85.5831241607666,inf,30.85928
121,-1.9594873,,-3.067201,1.5,3.945784e+25,5.8234565e+22,7.8048544e-08,-1.0,-7.5347733,-26.743164,786.42206,999.0,,1.9142342e-17,113,-10.0,3.067201,112887,113,-53.33005,-1.7865328,6.9594874,999,-9.548095,3.830803e+24,0.14999999,,86.25689649581909,inf,30.85928
121,-1.9525256,,-3.067201,1.5,3.980647e+25,10437987000000.0,7.6685275e-08,-1.0,-7.543584,-26.790724,792.5879,999.0,,1.9311696e-17,114,-10.0,3.067201,113886,114,-31.936964,-1.1658415,6.9525256,999,-11.578176,3.8285707e+24,0.14999999,,86.96167778968811,inf,30.85928
121,-1.9533037,,-3.067201,1.5,4.015496e+25,39.263206,7.5357406e-08,-1.0,-7.5523176,-26.595816,799.62994,999.0,,1.9481136e-17,115,-10.0,3.067201,114885,115,-4.1502414,-2.0420084,6.953304,999,-10.795534,3.8263482e+24,0.14999999,,87.63381600379944,inf,30.85928
121,-1.957785,,-3.067201,1.5,4.0503415e+25,2.5813966,7.4063756e-08,-1.0,-7.5609756,-26.386084,807.103,999.0,,1.9650486e-17,116,-10.0,3.067201,115884,116,-2.0427444,-2.4731367,6.957785,999,-9.683231,3.8241487e+24,0.14999999,,88.33645439147949,inf,30.85928
121,-1.9585104,,-3.067201,1.5,4.085193e+25,3.9985716e+16,7.280311e-08,-1.0,-7.5695596,-26.495953,814.14575,999.0,,1.9819949e-17,117,-10.0,3.067201,116883,117,-39.019077,-2.042654,6.9585104,999,-9.983991,3.8219622e+24,0.14999999,,89.0268223285675,inf,30.85928
121,-1.9607097,,-3.067201,1.5,4.12003e+25,107697040000.0,7.157439e-08,-1.0,-7.57807,-26.495972,821.3638,999.0,,1.9989349e-17,118,-10.0,3.067201,117882,118,-26.278334,-2.2180316,6.9607096,999,-10.475231,3.8197924e+24,0.14999999,,89.70083117485046,inf,30.85928
121,-1.961603,,-3.067201,1.5,4.154879e+25,200.29176,7.03765e-08,-1.0,-7.5865088,-26.323977,828.4308,999.0,,2.0158736e-17,119,-10.0,3.067201,118881,119,-5.8102036,-2.0670109,6.961603,999,-8.858608,3.817637e+24,0.14999999,,90.41659569740295,inf,30.85928
121,-1.9635258,,-3.067201,1.5,4.189719e+25,2.3731928e+25,6.920847e-08,-1.0,-7.5948772,-26.606821,835.6231,999.0,,2.032816e-17,120,-10.0,3.067201,119880,120,-60.049534,-2.1923404,6.963526,999,-11.544718,4.0132687e+24,0.14999999,,91.26117467880249,inf,30.85928
121,-1.9601028,,-3.067201,1.5,4.2245613e+25,1395.919,6.806924e-08,-1.0,-7.603176,-26.454647,842.1724,999.0,,2.0497524e-17,121,-10.0,3.067201,120879,121,-7.970834,-1.5493455,6.960103,999,-11.601093,4.011152e+24,0.14999999,,91.93897223472595,inf,30.85928
144,-1.9585931,,-3.067201,1.5,4.259417e+25,1053.5903,5.6337015e-08,-1.0,-7.6114063,-26.300678,848.94836,999.0,,2.066688e-17,122,-10.0,3.067201,121878,122,-7.44976,-1.7759291,6.9585934,999,-9.590027,4.0090398e+24,0.14999999,,92.63570833206177,inf,30.85928
144,-1.9586579,,-3.067201,1.5,4.294249e+25,4.1852635e+18,5.542469e-08,-1.0,-7.61957,-26.443853,855.9149,999.0,,2.0836283e-17,123,-10.0,3.067201,122877,123,-43.692326,-1.9665459,6.9586577,999,-10.721993,4.0069496e+24,0.14999999,,103.98623776435852,inf,30.85928
144,-1.9608103,,-3.067201,1.5,4.329085e+25,2.851769,5.4534347e-08,-1.0,-7.627667,-26.246101,863.1405,999.0,,2.1005712e-17,124,-10.0,3.067201,123876,124,-1.7055516,-2.2255442,6.96081,999,-11.153376,4.004876e+24,0.14999999,,104.71762871742249,inf,30.85928
144,-1.9596072,,-3.067201,1.5,4.3639204e+25,0.20922738,5.366529e-08,-1.0,-7.6356993,-26.028316,869.9509,999.0,,2.1175147e-17,125,-10.0,3.067201,124875,125,1.1922898,-1.8104439,6.959607,999,-11.825899,4.0028083e+24,0.14999999,,105.46159482002258,inf,30.85928
144,-1.9680471,,-3.067201,1.5,4.398768e+25,16.546404,5.2816834e-08,-1.0,-7.643667,-25.86978,877.97394,999.0,,2.1344565e-17,126,-10.0,3.067201,125874,126,-5.8395314,-3.0230193,6.968047,999,-14.003177,4.0007642e+24,0.14999999,,106.2157039642334,inf,30.85928
144,-1.9705446,,-3.067201,1.5,4.433606e+25,1.0097493e+25,5.198836e-08,-1.0,-7.6515727,-26.141026,885.25916,999.0,,2.1513942e-17,127,-10.0,3.067201,126873,127,-60.106228,-2.2852385,6.970545,999,-11.268533,4.078237e+24,0.14999999,,106.99353981018066,inf,30.85928
144,-1.9687203,,-3.067201,1.5,4.4684304e+25,1.0628546,5.1179207e-08,-1.0,-7.6594157,-25.942467,891.9962,999.0,,2.1683339e-17,128,-10.0,3.067201,127872,128,-0.5075301,-1.737029,6.9687204,999,-9.88471,4.076218e+24,0.14999999,,107.7589316368103,inf,30.85928
144,-1.9706458,,-3.067201,1.5,4.503271e+25,18376210000000.0,5.0388802e-08,-1.0,-7.6671977,-25.987003,899.2133,999.0,,2.1852737e-17,129,-10.0,3.067201,128871,129,-31.471676,-2.2170923,6.970646,999,-10.125997,4.0742136e+24,0.14999999,,108.53439927101135,inf,30.85928
144,-1.9664832,,-3.067201,1.5,4.5381056e+25,8523.114,4.9616578e-08,-1.0,-7.67492,-25.866072,905.6428,999.0,,2.2022114e-17,130,-10.0,3.067201,129870,130,-10.051333,-1.4295275,6.966483,999,-9.818425,4.0722294e+24,0.14999999,,109.32567930221558,inf,30.85928
144,-1.9646423,,-3.067201,1.5,4.572931e+25,194736850000.0,4.8861967e-08,-1.0,-7.682583,-25.873886,912.36816,999.0,,2.2191534e-17,131,-10.0,3.067201,130869,131,-26.67724,-1.7253184,6.9646425,999,-11.834221,4.0702548e+24,0.14999999,,110.10568141937256,inf,30.85928
144,-1.965222,,-3.067201,1.5,4.6077596e+25,103924.83,4.8124434e-08,-1.0,-7.6901875,-25.770943,919.4093,999.0,,2.2360892e-17,132,-10.0,3.067201,131868,132,-12.074654,-2.0411577,6.965222,999,-10.037705,4.0682864e+24,0.14999999,,110.90058445930481,inf,30.85928
144,-1.9622968,,-3.067201,1.5,4.642588e+25,1196726.0,4.7403475e-08,-1.0,-7.6977344,-25.689548,925.9855,999.0,,2.2530339e-17,133,-10.0,3.067201,132867,133,-14.736139,-1.5761939,6.962297,999,-9.2162075,4.0663317e+24,0.14999999,,111.69387030601501,inf,30.85928
144,-1.9583315,,-3.067201,1.5,4.6774118e+25,1.9097957e+24,4.6698606e-08,-1.0,-7.7052255,-25.927647,932.4164,999.0,,2.2699772e-17,134,-10.0,3.067201,133866,134,-57.387047,-1.4309179,6.9583316,999,-12.784681,4.0786518e+24,0.14999999,,112.47046875953674,inf,30.85928
144,-1.9550682,,-3.067201,1.5,4.7122457e+25,3.1331105e+25,4.6009337e-08,-1.0,-7.7126603,-26.182804,938.9342,999.0,,2.286917e-17,135,-10.0,3.067201,134865,135,-60.167316,-1.5178074,6.955068,999,-9.866661,4.30871e+24,0.14999999,,113.25800108909607,inf,30.85928
144,-1.9545557,,-3.067201,1.5,4.7470667e+25,225334540000.0,4.5335213e-08,-1.0,-7.7200403,-26.188719,945.8196,999.0,,2.3038515e-17,136,-10.0,3.067201,135864,136,-26.77459,-1.8853537,6.9545555,999,-9.226054,4.3067043e+24,0.14999999,,114.03273749351501,inf,30.85928
144,-1.9531896,,-3.067201,1.5,4.78189e+25,4.753391e+25,4.4675804e-08,-1.0,-7.7273664,-26.43832,952.587,999.0,,2.3207962e-17,137,-10.0,3.067201,136863,137,-60.17323,-1.767401,6.95319,999,-9.838612,4.6516673e+24,0.14999999,,114.83915710449219,inf,30.85928
144,-1.9609189,,-3.067201,1.5,4.8167114e+25,3.5619364e+20,4.4030674e-08,-1.0,-7.734639,-26.616016,960.6068,999.0,,2.3377317e-17,138,-10.0,3.067201,137862,138,-50.744194,-3.0198362,6.960919,999,-14.06874,4.6496696e+24,0.14999999,,115.61890602111816,inf,30.85928
144,-1.9633482,,-3.067201,1.5,4.851546e+25,9.380392e+24,4.3399417e-08,-1.0,-7.7418594,-26.859146,967.9054,999.0,,2.3546742e-17,139,-10.0,3.067201,138861,139,-60.196518,-2.298626,6.9633484,999,-11.052786,4.7151694e+24,0.14999999,,116.39330649375916,inf,30.85928
144,-1.9654417,,-3.067201,1.5,4.8863525e+25,0.111465216,4.278164e-08,-1.0,-7.7490277,-26.65799,975.16187,999.0,,2.3716125e-17,140,-10.0,3.067201,139860,140,1.5232254,-2.2564175,6.9654417,999,-10.536045,4.7131895e+24,0.14999999,,117.18733859062195,inf,30.85928
144,-1.9684204,,-3.067201,1.5,4.9211836e+25,511.00098,4.217696e-08,-1.0,-7.7561455,-26.521748,982.54724,999.0,,2.3885545e-17,141,-10.0,3.067201,140859,141,-7.229085,-2.3854349,6.9684205,999,-6.761706,4.7112293e+24,0.14999999,,117.98593282699585,inf,30.85928
144,-1.9760063,,-3.067201,1.5,4.9559986e+25,6.8766183e+22,4.1585007e-08,-1.0,-7.7632127,-26.760576,990.5929,999.0,,2.4054981e-17,142,-10.0,3.067201,141858,142,-60.21787,-3.04563,6.9760065,999,-10.090757,4.7097567e+24,0.14999999,,118.79297399520874,inf,30.85928
144,-1.9733417,,-3.067201,1.5,4.990812e+25,261532.72,4.1005432e-08,-1.0,-7.7702303,-26.666948,997.18787,999.0,,2.4224325e-17,143,-10.0,3.067201,142857,143,-13.14924,-1.59494,6.973342,999,-14.165794,4.7078258e+24,0.14999999,,119.60948872566223,inf,30.85928
144,-1.9674138,,-3.067201,1.5,5.02564e+25,1.2833751e+24,4.0437893e-08,-1.0,-7.777199,-26.901573,1003.3076,999.0,,2.4393745e-17,144,-10.0,3.067201,143856,144,-60.231857,-1.1197302,6.967414,999,-10.459776,4.714816e+24,0.14999999,,120.40006756782532,inf,30.85928
169,-1.9679346,,-3.067201,1.5,5.060441e+25,234.24309,3.401704e-08,-1.0,-7.784119,-26.7586,1010.3505,999.0,,2.4563132e-17,145,-10.0,3.067201,144855,145,-5.944203,-2.0429382,6.9679346,999,-9.274738,4.712903e+24,0.14999999,,121.19841766357422,inf,30.85928
169,-1.9638844,,-3.067201,1.5,5.0952494e+25,1.1970713e+22,3.3552652e-08,-1.0,-7.7909923,-26.935568,1016.7271,999.0,,2.4732563e-17,146,-10.0,3.067201,145854,146,-52.370937,-1.3766152,6.9638844,999,-14.697247,4.711079e+24,0.14999999,,137.89388227462769,inf,30.85928
169,-1.9647391,,-3.067201,1.5,5.1300626e+25,4.9290346e+24,3.3097706e-08,-1.0,-7.797818,-27.163734,1023.81665,999.0,,2.4901928e-17,147,-10.0,3.067201,146853,147,-60.252476,-2.0895329,6.964739,999,-9.157795,4.7427288e+24,0.14999999,,138.69216966629028,inf,30.85928
169,-1.9636165,,-3.067201,1.5,5.164877e+25,4.9563957e+25,3.265195e-08,-1.0,-7.804598,-27.388897,1030.6152,999.0,,2.5071305e-17,148,-10.0,3.067201,147852,148,-60.25924,-1.7985826,6.9636164,999,-12.195524,5.075744e+24,0.14999999,,139.481507062912,inf,30.85928
169,-1.9675039,,-3.067201,1.5,5.19969e+25,230860940.0,3.2215144e-08,-1.0,-7.8113317,-27.345987,1038.1581,999.0,,2.5240774e-17,149,-10.0,3.067201,148851,149,-20.76182,-2.5428278,6.967504,999,-8.633062,5.073879e+24,0.14999999,,140.28496289253235,inf,30.85928
169,-1.9652005,,-3.067201,1.5,5.234498e+25,2.8585356e+25,3.1787035e-08,-1.0,-7.818021,-27.567045,1044.78,999.0,,2.5410128e-17,150,-10.0,3.067201,149850,150,-60.27268,-1.6220295,6.9652004,999,-10.074792,5.262603e+24,0.14999999,,141.0571894645691,inf,30.85928
169,-1.9652013,,-3.067201,1.5,5.2693175e+25,47913228.0,3.136741e-08,-1.0,-7.824665,-27.506916,1051.7454,999.0,,2.5579546e-17,151,-10.0,3.067201,150849,151,-18.250122,-1.965283,6.9652014,999,-10.509317,5.260767e+24,0.14999999,,141.8468415737152,inf,30.85928
169,-1.9629978,,-3.067201,1.5,5.304106e+25,4.404738,3.095604e-08,-1.0,-7.831266,-27.340628,1058.3757,999.0,,2.5748915e-17,152,-10.0,3.067201,151848,152,-1.9962586,-1.6302707,6.962998,999,-10.436763,5.258935e+24,0.14999999,,142.64295864105225,inf,30.85928
169,-1.9621024,,-3.067201,1.5,5.33892e+25,67.36685,3.0552705e-08,-1.0,-7.8378234,-27.19373,1065.2017,999.0,,2.5918318e-17,153,-10.0,3.067201,152847,153,-4.630476,-1.825995,6.9621024,999,-8.498539,5.257121e+24,0.14999999,,143.437020778656,inf,30.85928
169,-1.9629259,,-3.067201,1.5,5.373717e+25,2.323645e+25,3.015721e-08,-1.0,-7.844338,-27.410208,1072.2905,999.0,,2.608774e-17,154,-10.0,3.067201,153846,154,-60.298996,-2.0889335,6.962926,999,-10.017332,5.406205e+24,0.14999999,,144.2410159111023,inf,30.85928
169,-1.9619884,,-3.067201,1.5,5.408534e+25,84385010.0,2.9769339e-08,-1.0,-7.8508105,-27.356256,1079.1082,999.0,,2.6257168e-17,155,-10.0,3.067201,154845,155,-18.81054,-1.817633,6.9619884,999,-11.254319,5.4044054e+24,0.14999999,,145.0427176952362,inf,30.85928
169,-1.9671954,,-3.067201,1.5,5.443328e+25,0.10141131,2.9388904e-08,-1.0,-7.8572416,-27.180563,1086.8824,999.0,,2.6426586e-17,156,-10.0,3.067201,155844,156,0.28746575,-2.7742627,6.9671955,999,-7.602016,5.402626e+24,0.14999999,,145.86340045928955,inf,30.85928
169,-1.9682901,,-3.067201,1.5,5.4781365e+25,6.7770415e+24,2.9015712e-08,-1.0,-7.8636312,-27.393126,1094.0215,999.0,,2.6595983e-17,157,-10.0,3.067201,156843,157,-60.318287,-2.1390545,6.9682903,999,-9.868347,5.44402e+24,0.14999999,,146.66813445091248,inf,30.85928
169,-1.9649005,,-3.067201,1.5,5.5129363e+25,207831630.0,2.864959e-08,-1.0,-7.8699803,-27.348972,1100.4543,999.0,,2.6765343e-17,158,-10.0,3.067201,157842,158,-20.177624,-1.432745,6.9649005,999,-10.326455,5.4422697e+24,0.14999999,,147.50566005706787,inf,30.85928
169,-1.9606016,,-3.067201,1.5,5.5477245e+25,13.864433,2.829035e-08,-1.0,-7.87629,-27.203094,1106.7356,999.0,,2.6934753e-17,159,-10.0,3.067201,158841,159,-3.9175153,-1.2813786,6.960602,999,-9.611356,5.4405224e+24,0.14999999,,148.3215935230255,inf,30.85928
169,-1.9600426,,-3.067201,1.5,5.582519e+25,2.1562708e+17,2.7937826e-08,-1.0,-7.8825593,-27.288837,1113.6068,999.0,,2.71042e-17,160,-10.0,3.067201,159840,160,-40.685173,-1.8711475,6.9600425,999,-9.780176,5.438777e+24,0.14999999,,149.14118194580078,inf,30.85928
169,-1.9560875,,-3.067201,1.5,5.6173177e+25,1233840300.0,2.759185e-08,-1.0,-7.8887897,-27.259523,1119.93,999.0,,2.7273571e-17,161,-10.0,3.067201,160839,161,-22.33564,-1.3232754,6.9560876,999,-10.932077,5.4370464e+24,0.14999999,,149.98770475387573,inf,30.85928
169,-1.9549847,,-3.067201,1.5,5.6521174e+25,0.10242697,2.7252263e-08,-1.0,-7.894982,-27.080982,1126.7075,999.0,,2.7442953e-17,162,-10.0,3.067201,161838,162,1.8975518,-1.7774265,6.9549847,999,-10.494533,5.4353383e+24,0.14999999,,150.81062817573547,inf,30.85928
169,-1.9544723,,-3.067201,1.5,5.6869163e+25,27.968143,2.6918906e-08,-1.0,-7.9011354,-26.939169,1133.579,999.0,,2.7612331e-17,163,-10.0,3.067201,162837,163,-3.7341335,-1.8714553,6.9544725,999,-9.052382,5.4336314e+24,0.14999999,,151.62877798080444,inf,30.85928
169,-1.9502367,,-3.067201,1.5,5.7217105e+25,2.2631692e+25,2.6591627e-08,-1.0,-7.907252,-27.144352,1139.8389,999.0,,2.7781804e-17,164,-10.0,3.067201,163836,164,-60.359222,-1.2598275,6.950237,999,-10.834366,5.569927e+24,0.14999999,,152.4914529323578,inf,30.85928
169,-1.9542125,,-3.067201,1.5,5.7564983e+25,2.6096916,2.6270278e-08,-1.0,-7.913331,-26.995836,1147.4451,999.0,,2.795114e-17,165,-10.0,3.067201,164835,165,-2.4047034,-2.6062343,6.9542127,999,-11.363492,5.5682454e+24,0.14999999,,153.35773634910583,inf,30.85928
169,-1.9591333,,-3.067201,1.5,5.791277e+25,0.12231638,2.5954721e-08,-1.0,-7.919373,-26.833761,1155.2161,999.0,,2.8120548e-17,166,-10.0,3.067201,165834,166,0.14194502,-2.7710655,6.959133,999,-8.169305,5.566567e+24,0.14999999,,154.21428203582764,inf,30.85928
169,-1.9601166,,-3.067201,1.5,5.826065e+25,1.5898741e+25,2.5644818e-08,-1.0,-7.9253793,-27.036028,1162.3395,999.0,,2.8290007e-17,167,-10.0,3.067201,166833,167,-60.380035,-2.1233585,6.9601164,999,-10.844289,5.6600946e+24,0.14999999,,155.07232332229614,inf,30.85928
169,-1.9550865,,-3.067201,1.5,5.8608613e+25,0.12804046,2.534043e-08,-1.0,-7.9313493,-26.875315,1168.4546,999.0,,2.8459404e-17,168,-10.0,3.067201,167832,168,0.19966975,-1.1150565,6.9550867,999,-10.468762,5.658435e+24,0.14999999,,155.89597296714783,inf,30.85928
169,-1.9550489,,-3.067201,1.5,5.8956403e+25,65.92279,2.504143e-08,-1.0,-7.937284,-26.74492,1175.4033,999.0,,2.8628724e-17,169,-10.0,3.067201,168831,169,-4.603254,-1.9487665,6.955049,999,-11.860585,5.65679e+24,0.14999999,,156.7182867527008,inf,30.85928
196,-1.9554859,,-3.067201,1.5,5.9304225e+25,164114.84,2.135588e-08,-1.0,-7.943184,-26.66288,1182.4326,999.0,,2.879817e-17,170,-10.0,3.067201,169830,170,-12.564364,-2.0293443,6.955486,999,-11.117367,5.655151e+24,0.14999999,,157.51819467544556,inf,30.85928
196,-1.951849,,-3.067201,1.5,5.965205e+25,0.71609795,2.1106834e-08,-1.0,-7.949049,-26.512772,1188.7661,999.0,,2.8967627e-17,171,-10.0,3.067201,170829,171,-0.7627535,-1.3335476,6.951849,999,-10.589661,5.653517e+24,0.14999999,,178.92216229438782,inf,30.85928
196,-1.9517038,,-3.067201,1.5,6.000008e+25,5.7477994,2.0862117e-08,-1.0,-7.9548798,-26.372435,1195.6931,999.0,,2.9136967e-17,172,-10.0,3.067201,171828,172,-2.1434958,-1.9268819,6.951704,999,-12.635994,5.6519037e+24,0.14999999,,179.7943069934845,inf,30.85928
196,-1.9515084,,-3.067201,1.5,6.034784e+25,8.1573174e+23,2.0621632e-08,-1.0,-7.960677,-26.544981,1202.611,999.0,,2.9306404e-17,173,-10.0,3.067201,172827,173,-55.994038,-1.9179358,6.9515085,999,-9.700852,5.6549987e+24,0.14999999,,180.65578246116638,inf,30.85928
196,-1.9562336,,-3.067201,1.5,6.069553e+25,3.5803718e+22,2.0385285e-08,-1.0,-7.9664407,-26.706705,1210.3846,999.0,,2.9475814e-17,174,-10.0,3.067201,173826,174,-54.457287,-2.7736425,6.9562335,999,-11.078442,5.6535754e+24,0.14999999,,181.55945134162903,inf,30.85928
