GridSize,ReturnMean,Iteration,ReturnAbsMax,AvgEpLen,DenMISELogFirst,MountainCar_std1_higher,DenMISELogLast,ReturnMin,NumTrainableParams,IWLastEpisode,ReturnMax,MountainCar_mu1_higher,NumTrajectories,MountainCar_std0_higher,TimestepsSoFar,Delta,ReturnStepMax,Regret,DenMISEMeanLog,IWMax,MountainCar_mu0_higher,ReturnLastEpisode,Bound,IWMin,MinEpLen,TimeElapsed,IWMean,ActionIn1,IWFirstEpisode,Regret/t
529,-1.8892549,527,3.768877,999.0,-4.61673,1.5,-61.529243,-3.768877,,7.056423e+24,,-10.0,527,0.14999999,526473,8.2600826e-10,37.92892,3630.6372,-28.746752,1.768607e+26,-1.0,-1.1326663,inf,,999,1892.8185031414032,2.055047e+25,-12.697701,2.6926534e-17,6.889255
529,-1.8917015,528,3.768877,999.0,-4.618626,1.5,-39.447563,-3.768877,,2249772600000000.0,,-10.0,528,0.14999999,527472,8.228824e-10,37.92892,3638.8184,-28.767538,1.7719564e+26,-1.0,-3.1810288,inf,,999,1895.5727534294128,2.0550067e+25,-10.497279,2.6977632e-17,6.8917017
529,-1.8924824,529,3.768877,999.0,-4.620518,1.5,-7.3751087,-3.768877,,702.05945,,-10.0,529,0.14999999,528471,8.1977425e-10,37.92892,3646.123,-28.72763,1.7753056e+26,-1.0,-2.3047714,inf,,999,1898.087554216385,2.0549664e+25,-12.393702,2.7028725e-17,6.8924823
576,-1.891476,530,3.768877,999.0,-4.622407,1.5,-53.142822,-3.768877,,2.5636223e+22,,-10.0,530,0.14999999,529470,7.5016005e-10,37.92892,3652.4824,-28.774216,1.7786542e+26,-1.0,-1.3591654,inf,,999,1900.9354434013367,2.05493e+25,-12.299611,2.707981e-17,6.891476
576,-1.8905468,531,3.768877,999.0,-4.624292,1.5,-45.618225,-3.768877,,1.6766507e+19,,-10.0,531,0.14999999,530469,7.4733725e-10,37.92892,3658.8804,-28.806461,1.7820023e+26,-1.0,-1.3980327,inf,,999,2230.1168715953827,2.0548894e+25,-10.340236,2.7130889e-17,6.890547
576,-1.8911332,532,3.768877,999.0,-4.6261735,1.5,-10.8211975,-3.768877,,25794.094,,-10.0,532,0.14999999,531468,7.4453027e-10,37.92892,3666.083,-28.773174,1.78535e+26,-1.0,-2.202521,inf,,999,2233.111558198929,2.0548472e+25,-12.545468,2.7182065e-17,6.8911333
576,-1.8918815,533,3.768877,999.0,-4.6280513,1.5,-43.7454,-3.768877,,3.3166433e+18,,-10.0,533,0.14999999,532467,7.417393e-10,37.92892,3673.3728,-28.80178,1.7886972e+26,-1.0,-2.289961,inf,,999,2236.187816143036,2.0548112e+25,-13.348514,2.7233128e-17,6.8918815
576,-1.8922826,534,3.768877,999.0,-4.6299257,1.5,-61.54244,-3.768877,,1.0401864e+26,,-10.0,534,0.14999999,533466,7.3896383e-10,37.92892,3680.479,-28.863615,1.7920438e+26,-1.0,-2.106025,inf,,999,2239.2835590839386,2.0742485e+25,-12.251452,2.7284185e-17,6.8922825
576,-1.8927207,535,3.768877,999.0,-4.631797,1.5,-29.295898,-3.768877,,2474085400000.0,,-10.0,535,0.14999999,534465,7.36204e-10,37.92892,3687.6055,-28.864935,1.7953897e+26,-1.0,-2.1267533,inf,,999,2241.88889169693,2.0742052e+25,-11.687685,2.7335336e-17,6.8927207
576,-1.8928539,536,3.768877,999.0,-4.633664,1.5,-8.151207,-3.768877,,2208.2148,,-10.0,536,0.14999999,535464,7.3345946e-10,37.92892,3694.5696,-28.826803,1.798735e+26,-1.0,-1.9640248,inf,,999,2244.3944234848022,2.0741685e+25,-11.806379,2.7386375e-17,6.8928537
576,-1.8928654,537,3.768877,999.0,-4.635528,1.5,-12.404991,-3.768877,,149497.27,,-10.0,537,0.14999999,536463,7.307303e-10,37.92892,3701.4688,-28.796747,1.8020868e+26,-1.0,-1.8990688,inf,,999,2247.321121454239,2.0741245e+25,-14.091326,2.7437508e-17,6.892865
576,-1.8929974,538,3.768877,999.0,-4.637388,1.5,-61.5499,-3.768877,,4.6406405e+25,,-10.0,538,0.14999999,537462,7.280163e-10,37.92892,3708.4326,-28.858135,1.8054308e+26,-1.0,-1.963865,inf,,999,2250.415887117386,2.0827123e+25,-12.0981245,2.7488633e-17,6.8929973
576,-1.8934278,539,3.768877,999.0,-4.6392455,1.5,-21.273584,-3.768877,,848118400.0,,-10.0,539,0.14999999,538461,7.253175e-10,37.92892,3715.5576,-28.844572,1.8087811e+26,-1.0,-2.1250079,inf,,999,2253.5696182250977,2.0826736e+25,-12.871105,2.7539643e-17,6.893428
576,-1.8925743,540,3.768877,999.0,-4.641099,1.5,-61.55361,-3.768877,,1.0183373e+26,,-10.0,540,0.14999999,539460,7.226336e-10,37.92892,3721.9902,-28.905653,1.8121307e+26,-1.0,-1.4325086,inf,,999,2256.705629348755,2.1014927e+25,-9.576054,2.7590747e-17,6.8925743
576,-1.8935852,541,3.768877,999.0,-4.642949,1.5,-55.42181,-3.768877,,2.4106362e+23,,-10.0,541,0.14999999,540459,7.1996453e-10,37.92892,3729.4297,-28.95518,1.8154795e+26,-1.0,-2.4394443,inf,,999,2259.750739336014,2.1014976e+25,-7.464068,2.764184e-17,6.893585
576,-1.8935587,542,3.768877,999.0,-4.644796,1.5,-61.55731,-3.768877,,2.404632e+25,,-10.0,542,0.14999999,541458,7.173104e-10,37.92892,3736.3088,-29.015837,1.8188276e+26,-1.0,-1.8792285,inf,,999,2262.6719419956207,2.1058941e+25,-12.879971,2.7692923e-17,6.8935585
576,-1.8931082,543,3.768877,999.0,-4.6466393,1.5,-61.55915,-3.768877,,1.3649125e+26,,-10.0,543,0.14999999,542457,7.1467077e-10,37.92892,3742.9578,-29.076294,1.822175e+26,-1.0,-1.6489339,inf,,999,2265.766300678253,2.130989e+25,-8.512955,2.7744101e-17,6.8931084
576,-1.8931575,544,3.768877,999.0,-4.648479,1.5,-61.560993,-3.768877,,9.633593e+25,,-10.0,544,0.14999999,543456,7.120457e-10,37.92892,3749.8777,-29.13652,1.8255213e+26,-1.0,-1.9199895,inf,,999,2268.612489461899,2.1486625e+25,-11.194077,2.779516e-17,6.8931575
576,-1.8927035,545,3.768877,999.0,-4.6503158,1.5,0.252957,-3.768877,,0.48045808,,-10.0,545,0.14999999,544455,7.094351e-10,37.92892,3756.5234,-29.083109,1.828867e+26,-1.0,-1.645821,inf,,999,2271.2509903907776,2.1486203e+25,-11.495308,2.7846208e-17,6.8927035
576,-1.8920219,546,3.768877,999.0,-4.6521487,1.5,-6.5168304,-3.768877,,333.77283,,-10.0,546,0.14999999,545454,7.068388e-10,37.92892,3763.044,-29.042294,1.832212e+26,-1.0,-1.5204964,inf,,999,2274.3553755283356,2.1485834e+25,-10.343928,2.7897348e-17,6.892022
576,-1.8912556,547,3.768877,999.0,-4.653979,1.5,-4.431727,-3.768877,,36.67855,,-10.0,547,0.14999999,546453,7.042568e-10,37.92892,3769.5168,-28.997814,1.8355628e+26,-1.0,-1.472718,inf,,999,2277.4565992355347,2.14854e+25,-8.555787,2.7948477e-17,6.8912554
576,-1.8907186,548,3.768877,999.0,-4.655805,1.5,-61.568317,-3.768877,,9.142674e+25,,-10.0,548,0.14999999,547452,7.016889e-10,37.92892,3776.1138,-29.05776,1.838906e+26,-1.0,-1.5970347,inf,,999,2280.6019957065582,2.1651854e+25,-14.177994,2.7999485e-17,6.8907185
576,-1.8901398,549,3.768877,999.0,-4.6576285,1.5,-61.57014,-3.768877,,2.9288703e+25,,-10.0,549,0.14999999,548451,6.991349e-10,37.92892,3782.6868,-29.117493,1.8422551e+26,-1.0,-1.5730691,inf,,999,2283.7333433628082,2.1704817e+25,-11.895713,2.8050588e-17,6.8901396
576,-1.8922915,550,3.768877,999.0,-4.659448,1.5,-7.346868,-3.768877,,62.935436,,-10.0,550,0.14999999,549450,6.9659495e-10,37.92892,3790.7603,-29.07842,1.8456032e+26,-1.0,-3.0735326,inf,,999,2286.8607428073883,2.1704423e+25,-12.591845,2.8101675e-17,6.8922915
576,-1.8918508,551,3.768877,999.0,-4.661265,1.5,-59.97248,-3.768877,,3.683674e+25,,-10.0,551,0.14999999,550449,6.940688e-10,37.92892,3797.4097,-29.134996,1.8489505e+26,-1.0,-1.6494113,inf,,999,2289.9473049640656,2.1770873e+25,-13.154968,2.8152854e-17,6.891851
576,-1.8914273,552,3.768877,999.0,-4.663078,1.5,-61.575592,-3.768877,,1.1478688e+26,,-10.0,552,0.14999999,551448,6.9155626e-10,37.92892,3804.0679,-29.194275,1.8522968e+26,-1.0,-1.658186,inf,,999,2293.1182181835175,2.1978369e+25,-9.723398,2.8203914e-17,6.891427
576,-1.8896391,553,3.768877,999.0,-4.664888,1.5,-20.044735,-3.768877,,21839962.0,,-10.0,553,0.14999999,552447,6.890574e-10,37.92892,3809.9705,-29.178244,1.855642e+26,-1.0,-0.9025634,inf,,999,2296.1367988586426,2.1977854e+25,-11.635071,2.8254958e-17,6.889639
576,-1.8909758,554,3.768877,999.0,-4.6666946,1.5,-2.8601658,-3.768877,,3.6425173,,-10.0,554,0.14999999,553446,6.865721e-10,37.92892,3817.6006,-29.13125,1.8589931e+26,-1.0,-2.6300015,inf,,999,2299.3196909427643,2.1977396e+25,-10.405636,2.8306094e-17,6.890976
576,-1.8894777,555,3.768877,999.0,-4.668498,1.5,-1.9863579,-3.768877,,0.901008,,-10.0,555,0.14999999,554445,6.841002e-10,37.92892,3823.6602,-29.08285,1.8623362e+26,-1.0,-1.0595555,inf,,999,2302.3755433559418,2.197686e+25,-12.895614,2.8357214e-17,6.8894777
576,-1.88906,556,3.768877,999.0,-4.670298,1.5,-61.58281,-3.768877,,1.5366275e+26,,-10.0,556,0.14999999,555444,6.8164163e-10,37.92892,3830.3174,-29.141798,1.8656854e+26,-1.0,-1.6572447,inf,,999,2304.714366674423,2.225275e+25,-11.927061,2.8408317e-17,6.88906
576,-1.8895161,557,3.768877,999.0,-4.6720953,1.5,-13.837421,-3.768877,,519170.4,,-10.0,557,0.14999999,556443,6.791962e-10,37.92892,3837.4604,-29.114834,1.8690333e+26,-1.0,-2.143134,inf,,999,2307.063526391983,2.2252261e+25,-10.552651,2.8459404e-17,6.889516
576,-1.889823,558,3.768877,999.0,-4.6738887,1.5,-3.5491261,-3.768877,,22.135777,,-10.0,558,0.14999999,557442,6.7676403e-10,37.92892,3844.5212,-29.069529,1.8723803e+26,-1.0,-2.0606682,inf,,999,2309.9334082603455,2.225183e+25,-11.169124,2.8510477e-17,6.889823
576,-1.8892586,559,3.768877,999.0,-4.675679,1.5,0.22082113,-3.768877,,0.4591057,,-10.0,559,0.14999999,558441,6.7434486e-10,37.92892,3851.0957,-29.017622,1.875726e+26,-1.0,-1.5744394,inf,,999,2312.6678812503815,2.2251325e+25,-10.872296,2.856153e-17,6.8892584
576,-1.8877124,560,3.768877,999.0,-4.677467,1.5,-0.5870496,-3.768877,,0.18449138,,-10.0,560,0.14999999,559440,6.719386e-10,37.92892,3857.119,-28.967361,1.8790776e+26,-1.0,-1.0234253,inf,,999,2316.799181699753,2.2250809e+25,-11.049048,2.8612674e-17,6.8877125
576,-1.888067,561,3.768877,999.0,-4.6792507,1.5,1.8862451,-3.768877,,0.100259826,,-10.0,561,0.14999999,560439,6.695453e-10,37.92892,3864.2056,-28.912868,1.8824209e+26,-1.0,-2.0865018,inf,,999,2319.9320442676544,2.2250352e+25,-10.939705,2.8663803e-17,6.8880672
576,-1.8887546,562,3.768877,999.0,-4.6810317,1.5,0.8451523,-3.768877,,0.21311812,,-10.0,562,0.14999999,561438,6.6716477e-10,37.92892,3871.48,-28.860405,1.8857702e+26,-1.0,-2.274614,inf,,999,2322.7312803268433,2.2249877e+25,-10.377065,2.87148e-17,6.888755
576,-1.8891528,563,3.768877,999.0,-4.6828094,1.5,-9.022608,-3.768877,,4629.555,,-10.0,563,0.14999999,562437,6.647968e-10,37.92892,3878.593,-28.825672,1.8891181e+26,-1.0,-2.1129978,inf,,999,2325.381064414978,2.2249395e+25,-8.586566,2.876589e-17,6.8891525
576,-1.8886217,564,3.768877,999.0,-4.684584,1.5,-61.597095,-3.768877,,9.881252e+25,,-10.0,564,0.14999999,563436,6.6244144e-10,37.92892,3885.1826,-28.884268,1.892465e+26,-1.0,-1.5895685,inf,,999,2328.4093101024628,2.2424107e+25,-9.555738,2.8817073e-17,6.888622
576,-1.8901955,565,3.768877,999.0,-4.6863556,1.5,-61.563206,-3.768877,,4.0038866e+25,,-10.0,565,0.14999999,564435,6.600986e-10,37.92892,3892.9604,-28.942606,1.8958104e+26,-1.0,-2.77778,inf,,999,2331.30868601799,2.2494536e+25,-12.257588,2.8868124e-17,6.8901954
576,-1.8908273,566,3.768877,999.0,-4.688124,1.5,-27.077293,-3.768877,,220364620000.0,,-10.0,566,0.14999999,565434,6.577682e-10,37.92892,3900.2083,-28.939802,1.8991545e+26,-1.0,-2.2478995,inf,,999,2334.3697879314423,2.2494017e+25,-10.895013,2.8919267e-17,6.890827
576,-1.889943,567,3.768877,999.0,-4.689889,1.5,1.3449292,-3.768877,,0.106367044,,-10.0,567,0.14999999,566433,6.5544997e-10,37.92892,3906.5977,-28.88689,1.9025046e+26,-1.0,-1.389328,inf,,999,2337.0402657985687,2.2493554e+25,-12.767079,2.897028e-17,6.889943
576,-1.8893682,568,3.768877,999.0,-4.6916513,1.5,-61.604164,-3.768877,,1.3649958e+26,,-10.0,568,0.14999999,567432,6.531441e-10,37.92892,3913.1611,-28.944983,1.9058532e+26,-1.0,-1.563517,inf,,999,2340.2098989486694,2.2733398e+25,-11.851204,2.902138e-17,6.889368
576,-1.8903294,569,3.768877,999.0,-4.6934104,1.5,-8.873623,-3.768877,,2300.077,,-10.0,569,0.14999999,568431,6.508503e-10,37.92892,3920.5974,-28.910212,1.9092004e+26,-1.0,-2.436289,inf,,999,2343.641159057617,2.2732912e+25,-12.782198,2.9072464e-17,6.8903294
576,-1.8901517,570,3.768877,999.0,-4.695166,1.5,-61.60759,-3.768877,,1.9094845e+26,,-10.0,570,0.14999999,569430,6.4856864e-10,37.92892,3927.3865,-28.968061,1.9125463e+26,-1.0,-1.7889297,inf,,999,2346.693794965744,2.306741e+25,-12.035514,2.9123633e-17,6.890152
576,-1.8895845,571,3.768877,999.0,-4.696919,1.5,-27.23032,-3.768877,,276883540000.0,,-10.0,571,0.14999999,570429,6.4629896e-10,37.92892,3933.9526,-28.965508,1.9158906e+26,-1.0,-1.566357,inf,,999,2350.0053288936615,2.306697e+25,-9.95727,2.9174673e-17,6.8895845
576,-1.8888078,572,3.768877,999.0,-4.698669,1.5,-16.588078,-3.768877,,6106251.0,,-10.0,572,0.14999999,571428,6.4404115e-10,37.92892,3940.398,-28.944374,1.9192336e+26,-1.0,-1.4453156,inf,,999,2353.210207939148,2.3066445e+25,-11.48458,2.92258e-17,6.888808
576,-1.8892795,573,3.768877,999.0,-4.7004156,1.5,-1.6430982,-3.768877,,2.9154553,,-10.0,573,0.14999999,572427,6.417951e-10,37.92892,3947.5571,-28.897213,1.9225824e+26,-1.0,-2.1589673,inf,,999,2356.113490343094,2.3065977e+25,-11.891717,2.9276906e-17,6.8892794
576,-1.8891897,574,3.768877,999.0,-4.7021594,1.5,-16.396881,-3.768877,,7732028.5,,-10.0,574,0.14999999,573426,6.395608e-10,37.92892,3954.395,-28.875921,1.9259295e+26,-1.0,-1.8378407,inf,,999,2358.8303458690643,2.3065495e+25,-11.231244,2.932799e-17,6.8891897
576,-1.8882554,575,3.768877,999.0,-4.7039,1.5,-2.8868413,-3.768877,,5.303481,,-10.0,575,0.14999999,574425,6.373383e-10,37.92892,3960.7468,-28.831219,1.9292752e+26,-1.0,-1.3520317,inf,,999,2362.025521993637,2.3065073e+25,-10.167239,2.937905e-17,6.888255
576,-1.8875555,576,3.768877,999.0,-4.7056375,1.5,-9.43202,-3.768877,,5476.3047,,-10.0,576,0.14999999,575424,6.3512723e-10,37.92892,3967.232,-28.798021,1.9326268e+26,-1.0,-1.4850492,inf,,999,2365.1190836429596,2.3064564e+25,-10.539191,2.94302e-17,6.8875556
625,-1.8880067,577,3.768877,999.0,-4.707372,1.5,-4.9097676,-3.768877,,75.53888,,-10.0,577,0.14999999,576423,5.833854e-10,37.92892,3974.38,-28.757101,1.9359694e+26,-1.0,-2.1478653,inf,,999,2368.41175532341,2.3064112e+25,-13.272157,2.9481213e-17,6.8880067
625,-1.8865781,578,3.768877,999.0,-4.7091036,1.5,-61.621616,-3.768877,,1.7407414e+25,,-10.0,578,0.14999999,577422,5.813685e-10,37.92892,3980.4421,-28.814445,1.9393176e+26,-1.0,-1.0622803,inf,,999,2732.00190782547,2.3093763e+25,-12.743985,2.9532313e-17,6.886578
625,-1.8869815,579,3.768877,999.0,-4.710832,1.5,-59.451435,-3.768877,,2.1752816e+25,,-10.0,579,0.14999999,578421,5.79362e-10,37.92892,3987.5623,-28.867838,1.9426644e+26,-1.0,-2.1201255,inf,,999,2734.9825162887573,2.3130852e+25,-10.80011,2.9583393e-17,6.8869815
625,-1.8854427,580,3.768877,999.0,-4.712558,1.5,-0.3195818,-3.768877,,0.12649813,,-10.0,580,0.14999999,579420,5.77366e-10,37.92892,3993.5566,-28.819107,1.9460096e+26,-1.0,-0.9944892,inf,,999,2737.89982008934,2.3130299e+25,-9.113372,2.963456e-17,6.8854427
625,-1.8869494,581,3.768877,999.0,-4.7142806,1.5,-61.626793,-3.768877,,3.1034083e+25,,-10.0,581,0.14999999,580419,5.753802e-10,37.92892,4001.3176,-28.876055,1.949353e+26,-1.0,-2.7608545,inf,,999,2741.0675752162933,2.3183218e+25,-13.395566,2.9685587e-17,6.8869495
625,-1.8875871,582,3.768877,999.0,-4.7160006,1.5,-61.628513,-3.768877,,1.003594e+26,,-10.0,582,0.14999999,581418,5.734046e-10,37.92892,4008.5757,-28.932816,1.9527022e+26,-1.0,-2.2579906,inf,,999,2744.161175966263,2.3355146e+25,-10.234927,2.9736703e-17,6.887587
625,-1.8868796,583,3.768877,999.0,-4.717717,1.5,-7.358186,-3.768877,,692.658,,-10.0,583,0.14999999,582417,5.7143923e-10,37.92892,4015.0508,-28.896286,1.9560496e+26,-1.0,-1.4751492,inf,,999,2746.9347813129425,2.3354618e+25,-11.836287,2.9787793e-17,6.8868794
625,-1.8871663,584,3.768877,999.0,-4.719431,1.5,-11.530126,-3.768877,,58159.547,,-10.0,584,0.14999999,583416,5.694839e-10,37.92892,4022.105,-28.867033,1.9593953e+26,-1.0,-2.0543272,inf,,999,2749.265794992447,2.3354078e+25,-12.2401285,2.9838856e-17,6.887166
625,-1.8864206,585,3.768877,999.0,-4.721142,1.5,-41.464214,-3.768877,,2.8497378e+17,,-10.0,585,0.14999999,584415,5.6753857e-10,37.92892,4028.5562,-28.889042,1.9627393e+26,-1.0,-1.4509015,inf,,999,2751.828259706497,2.3353587e+25,-12.423138,2.989001e-17,6.8864207
625,-1.8875465,586,3.768877,999.0,-4.72285,1.5,-31.724339,-3.768877,,11461088000000.0,,-10.0,586,0.14999999,585414,5.656033e-10,37.92892,4036.1023,-28.894365,1.9660888e+26,-1.0,-2.5462894,inf,,999,2754.0982353687286,2.3353018e+25,-8.142123,2.9941132e-17,6.8875465
625,-1.8872807,587,3.768877,999.0,-4.7245545,1.5,-61.637066,-3.768877,,6.8134912e+25,,-10.0,587,0.14999999,586413,5.636778e-10,37.92892,4042.8337,-28.950619,1.9694367e+26,-1.0,-1.731486,inf,,999,2756.373794078827,2.346857e+25,-8.0328,2.9992232e-17,6.8872805
625,-1.8875424,588,3.768877,999.0,-4.726257,1.5,-61.63877,-3.768877,,5.293595e+25,,-10.0,588,0.14999999,587412,5.6176214e-10,37.92892,4049.875,-29.00669,1.9727828e+26,-1.0,-2.04118,inf,,999,2759.047385454178,2.3558132e+25,-10.708504,3.0043302e-17,6.8875422
625,-1.8882201,589,3.768877,999.0,-4.7279563,1.5,-2.3744626,-3.768877,,5.01205,,-10.0,589,0.14999999,588411,5.5985633e-10,37.92892,4057.1616,-28.961958,1.976127e+26,-1.0,-2.2866685,inf,,999,2761.8140671253204,2.355758e+25,-9.111057,3.0094346e-17,6.88822
625,-1.8894705,590,3.768877,999.0,-4.7296524,1.5,-61.642166,-3.768877,,4.893273e+25,,-10.0,590,0.14999999,589410,5.579601e-10,37.92892,4064.7876,-29.017826,1.9794692e+26,-1.0,-2.6260815,inf,,999,2764.2040631771088,2.3640024e+25,-9.592606,3.0145476e-17,6.8894706
625,-1.8895679,591,3.768877,999.0,-4.731346,1.5,-43.092747,-3.768877,,2.3249135e+18,,-10.0,591,0.14999999,590409,5.560735e-10,37.92892,4071.7346,-29.042116,1.9828173e+26,-1.0,-1.9469695,inf,,999,2766.782113313675,2.363951e+25,-10.835611,3.0196576e-17,6.889568
625,-1.8893619,592,3.768877,999.0,-4.7330365,1.5,1.5997425,-3.768877,,0.13555646,,-10.0,592,0.14999999,591408,5.5419647e-10,37.92892,4078.5022,-28.990828,1.9861633e+26,-1.0,-1.7675254,inf,,999,2769.670407772064,2.3638986e+25,-10.800895,3.024765e-17,6.889362
625,-1.889581,593,3.768877,999.0,-4.734724,1.5,0.5342757,-3.768877,,0.38775527,,-10.0,593,0.14999999,592407,5.523289e-10,37.92892,4085.5215,-28.941519,1.9895074e+26,-1.0,-2.0192962,inf,,999,2772.8395504951477,2.3638435e+25,-11.485223,3.029881e-17,6.8895807
625,-1.888583,594,3.768877,999.0,-4.736409,1.5,-8.947046,-3.768877,,2218.521,,-10.0,594,0.14999999,593406,5.504708e-10,37.92892,4091.8184,-28.908335,1.9928571e+26,-1.0,-1.2968073,inf,,999,2775.8709201812744,2.3637948e+25,-9.596831,3.0349822e-17,6.888583
625,-1.8873589,595,3.768877,999.0,-4.7380915,1.5,-29.222857,-3.768877,,685752250000.0,,-10.0,595,0.14999999,594405,5.48622e-10,37.92892,4097.9785,-28.909342,1.9962048e+26,-1.0,-1.1601982,inf,,999,2778.376001358032,2.363744e+25,-13.391753,3.0400922e-17,6.8873587
625,-1.885998,596,3.768877,999.0,-4.7397704,1.5,-61.652283,-3.768877,,1.8053609e+25,,-10.0,596,0.14999999,595404,5.4678256e-10,37.92892,4104.0547,-28.964752,1.9995507e+26,-1.0,-1.0762639,inf,,999,2781.2148439884186,2.36672e+25,-11.707503,3.0451993e-17,6.885998
625,-1.8855243,597,3.768877,999.0,-4.741447,1.5,-12.2273,-3.768877,,106305.555,,-10.0,597,0.14999999,596403,5.4495236e-10,37.92892,4110.658,-28.93718,2.0028943e+26,-1.0,-1.6031909,inf,,999,2783.8406114578247,2.3666718e+25,-10.933907,3.050315e-17,6.8855243
625,-1.8850706,598,3.768877,999.0,-4.7431207,1.5,1.8056978,-3.768877,,0.10063158,,-10.0,598,0.14999999,597402,5.4313126e-10,37.92892,4117.2725,-28.886242,2.006236e+26,-1.0,-1.6143246,inf,,999,2786.436619758606,2.3666163e+25,-10.151411,3.0554272e-17,6.885071
625,-1.8856521,599,3.768877,999.0,-4.7447915,1.5,-18.358198,-3.768877,,43134760.0,,-10.0,599,0.14999999,598401,5.4131927e-10,37.92892,4124.506,-28.869137,2.0095833e+26,-1.0,-2.2334175,inf,,999,2788.758189678192,2.3665653e+25,-11.729657,3.0605368e-17,6.885652
625,-1.8848865,600,3.768877,999.0,-4.7464595,1.5,-16.526134,-3.768877,,4791704.0,,-10.0,600,0.14999999,599400,5.395164e-10,37.92892,4130.9316,-28.84903,2.0129285e+26,-1.0,-1.4261928,inf,,999,2791.157723903656,2.3665192e+25,-11.932948,3.065643e-17,6.8848867
625,-1.8855476,601,3.768877,999.0,-4.7481246,1.5,-12.9225445,-3.768877,,177742.97,,-10.0,601,0.14999999,600399,5.377224e-10,37.92892,4138.214,-28.822996,2.0162791e+26,-1.0,-2.2821755,inf,,999,2793.683737039566,2.3664652e+25,-12.184558,3.070746e-17,6.8855476
625,-1.8862978,602,3.768877,999.0,-4.7497873,1.5,-22.61898,-3.768877,,2353044000.0,,-10.0,602,0.14999999,601398,5.3593757e-10,37.92892,4145.5513,-28.813162,2.01962e+26,-1.0,-2.3371954,inf,,999,2796.2976365089417,2.3664157e+25,-9.223845,3.0758575e-17,6.8862977
625,-1.8867086,603,3.768877,999.0,-4.751447,1.5,-61.663956,-3.768877,,1.7201602e+26,,-10.0,603,0.14999999,602397,5.3416144e-10,37.92892,4152.6855,-28.868097,2.0229664e+26,-1.0,-2.1340747,inf,,999,2799.297635793686,2.3948914e+25,-12.283948,3.080966e-17,6.8867087
625,-1.8860403,604,3.768877,999.0,-4.753104,1.5,-43.077755,-3.768877,,1.5582614e+18,,-10.0,604,0.14999999,603396,5.323942e-10,37.92892,4159.1685,-28.892086,2.0263106e+26,-1.0,-1.4830416,inf,,999,2802.3557868003845,2.3948377e+25,-8.105878,3.0860825e-17,6.88604
625,-1.8843225,605,3.768877,999.0,-4.7547584,1.5,-61.66727,-3.768877,,5.1734326e+24,,-10.0,605,0.14999999,604395,5.3063565e-10,37.92892,4165.015,-28.94672,2.0296604e+26,-1.0,-0.8467816,inf,,999,2805.284639596939,2.3956452e+25,-11.128494,3.0911842e-17,6.8843226
625,-1.88583,606,3.768877,999.0,-4.7564096,1.5,-0.2491207,-3.768877,,0.16320403,,-10.0,606,0.14999999,605394,5.288858e-10,37.92892,4172.813,-28.899834,2.033008e+26,-1.0,-2.79789,inf,,999,2808.5950005054474,2.395595e+25,-10.82818,3.0962945e-17,6.88583
625,-1.886527,607,3.768877,999.0,-4.7580585,1.5,-0.5482335,-3.768877,,0.7978929,,-10.0,607,0.14999999,606393,5.271446e-10,37.92892,4180.122,-28.853582,2.0363532e+26,-1.0,-2.308698,inf,,999,2811.7376098632812,2.3955438e+25,-12.705517,3.1014012e-17,6.886527
625,-1.8864585,608,3.768877,999.0,-4.7597046,1.5,-61.576817,-3.768877,,2.0094453e+26,,-10.0,608,0.14999999,607392,5.2541205e-10,37.92892,4186.967,-28.90787,2.0396962e+26,-1.0,-1.8449541,inf,,999,2814.615193605423,2.428547e+25,-13.400155,3.106516e-17,6.8864584
625,-1.8861405,609,3.768877,999.0,-4.7613482,1.5,-61.67386,-3.768877,,9.772094e+25,,-10.0,609,0.14999999,608391,5.236879e-10,37.92892,4193.6597,-28.962128,2.0430448e+26,-1.0,-1.6928045,inf,,999,2817.542203426361,2.4445323e+25,-11.81854,3.111628e-17,6.8861403
625,-1.8862364,610,3.768877,999.0,-4.762989,1.5,-11.977855,-3.768877,,96378.27,,-10.0,610,0.14999999,609390,5.2197235e-10,37.92892,4200.6045,-28.934755,2.0463908e+26,-1.0,-1.944719,inf,,999,2820.5693414211273,2.4444834e+25,-11.702624,3.116736e-17,6.886236
625,-1.8863263,611,3.768877,999.0,-4.764627,1.5,-8.243302,-3.768877,,2393.6868,,-10.0,611,0.14999999,610389,5.2026516e-10,37.92892,4207.5454,-28.90135,2.0497347e+26,-1.0,-1.9411284,inf,,999,2823.450609445572,2.444426e+25,-10.523054,3.1218412e-17,6.8863263
625,-1.8860251,612,3.768877,999.0,-4.766262,1.5,-2.1083648,-3.768877,,5.2627363,,-10.0,612,0.14999999,611388,5.185663e-10,37.92892,4214.247,-28.858034,2.0530761e+26,-1.0,-1.7019219,inf,,999,2826.114727973938,2.444374e+25,-10.58205,3.126954e-17,6.886025
625,-1.8856765,613,3.768877,999.0,-4.7678947,1.5,-0.9260598,-3.768877,,1.5875139,,-10.0,613,0.14999999,612387,5.168758e-10,37.92892,4220.92,-28.812923,2.0564231e+26,-1.0,-1.672321,inf,,999,2829.2631542682648,2.4443188e+25,-11.119459,3.1320638e-17,6.8856764
